ensembl_transcript_id_version,gene_name
ENST00000354356,SLC26A5
ENST00000393729,SLC26A5
ENST00000393723,SLC26A5
ENST00000393727,SLC26A5
ENST00000343529,RELN
ENST00000428762,RELN
ENST00000424685,RELN
ENST00000297431,ORC5
ENST00000447452,ORC5
ENST00000626700,ORC5
ENST00000401970,LHFPL3
ENST00000424859,LHFPL3
ENST00000257745,KMT2E
ENST00000311117,KMT2E
ENST00000476671,KMT2E
ENST00000622386,KMT2E
ENST00000393651,SRPK2
ENST00000357311,SRPK2
ENST00000489828,SRPK2
ENST00000469408,PUS7
ENST00000356362,PUS7
ENST00000257700,RINT1
ENST00000469099,EFCAB10
ENST00000480514,EFCAB10
ENST00000485614,EFCAB10
ENST00000486180,EFCAB10
ENST00000490493,EFCAB10
ENST00000460135,EFCAB10
ENST00000419735,ATXN7L1
ENST00000477775,ATXN7L1
ENST00000318724,ATXN7L1
ENST00000478915,ATXN7L1
ENST00000478080,CDHR3
ENST000003177164,CDHR3
ENST00000455385,SYPL1
ENST00000011473,SYPL1
ENST00000470347,SYPL1
ENST00000681550,NAMPT
ENST00000222553,NAMPT
ENST00000681491,NAMPT
ENST00000680584,NAMPT
ENST00000424768,NAMPT
ENST00000681255,NAMPT
ENST00000679643,NAMPT
ENST00000681878,NAMPT
ENST00000680468,NAMPT
ENST00000679951,NAMPT
ENST00000680823,NAMPT
ENST00000681936,NAMPT
ENST00000680786,NAMPT
ENST00000354289,NAMPT
ENST00000491027,NAMPT
ENST00000489358,NAMPT
ENST00000441045,NAMPT
ENST00000417537,NAMPT
ENST00000523505,CCDC71L
ENST00000315965,CCDC71L
ENST00000440650,PIK3CG
ENST00000496166,PIK3CG
ENST00000359195,PIK3CG
ENST00000265717,PRKAR2B
ENST00000468410,HBP1
ENST00000222574,HBP1
ENST00000485846,HBP1
ENST00000297135,COG5
ENST00000347053,COG5
ENST00000393603,COG5
ENST00000304402,GPR22
ENST00000265720,DUS4L
ENST00000673757,DUS4L-BCAP29
ENST00000673689,DUS4L-BCAP29
ENST00000673720,DUS4L-BCAP29
ENST00000673780,DUS4L-BCAP29
ENST00000673970,DUS4L-BCAP29
ENST00000673665,DUS4L-BCAP29
ENST00000379119,DUS4L-BCAP29
ENST00000465919,BCAP29
ENST00000005259,BCAP29
ENST00000445771,BCAP29
ENST00000379117,BCAP29
ENST00000644269,SLC26A4
ENST00000222597,CBLL1
ENST00000440859,CBLL1
ENST00000415884,CBLL1
ENST000003400100,SLC26A3
ENST00000639772,DLD
ENST00000440410,DLD
ENST00000437604,DLD
ENST000002054020,DLD
ENST00000393561,LAMB1
ENST000002223991,LAMB1
ENST00000677793,LAMB1
ENST00000676777,LAMB1
ENST00000676920,LAMB1
ENST00000679244,LAMB1
ENST00000393560,LAMB1
ENST00000205386,LAMB4
ENST00000388781,LAMB4
ENST00000418464,LAMB4
ENST00000413765,NRCAM
ENST00000379028,NRCAM
ENST00000351718,NRCAM
ENST00000379024,NRCAM
ENST00000379022,NRCAM
ENST00000613830,NRCAM
ENST000002576943,PNPLA8
ENST00000426128,PNPLA8
ENST00000422087,PNPLA8
ENST00000453144,PNPLA8
ENST00000436062,PNPLA8
ENST00000415914,THAP5
ENST00000313516,THAP5
ENST00000438865,THAP5
ENST00000249356,DNAJB9
ENST00000405709,IMMP2L
ENST00000331762,IMMP2L
ENST00000452895,IMMP2L
ENST00000450877,IMMP2L
ENST00000447215,IMMP2L
ENST00000437687,IMMP2L
ENST00000451085,LRRN3
ENST00000422987,LRRN3
ENST000003084780,LRRN3
ENST00000437633,DOCK4
ENST00000428084,DOCK4
ENST00000450156,DOCK4
ENST00000664131,DOCK4
ENST00000494651,DOCK4
ENST00000361822,ZNF277
ENST00000421043,ZNF277
ENST00000450657,ZNF277
ENST00000675578,IFRD1
ENST00000005558,IFRD1
ENST00000621379,IFRD1
ENST00000429071,IFRD1
ENST00000403825,IFRD1
ENST00000535603,IFRD1
ENST00000676282,CTB-163K11.1
ENST00000675268,CTD-2252G20.1
ENST00000439068,LSMEM1
ENST00000312849,LSMEM1
ENST000003128141,TMEM168
ENST00000454074,TMEM168
ENST00000297145,BMT2
ENST00000297146,GPR85
ENST00000449591,GPR85
ENST00000424100,GPR85
ENST00000397764,SMIM30
ENST00000441359,SMIM30
ENST00000284601,PPP1R3A
ENST00000635638,FOXP2
ENST00000634411,FOXP2
ENST00000393494,FOXP2
ENST00000350908,FOXP2
ENST00000462331,FOXP2
ENST00000393491,FOXP2
ENST00000403559,FOXP2
ENST00000408937,FOXP2
ENST00000393498,FOXP2
ENST00000378237,FOXP2
ENST00000635534,FOXP2
ENST00000360232,FOXP2
ENST00000390668,FOXP2
ENST00000638397,FOXP2
ENST00000393486,MDFIC
ENST00000448022,MDFIC
ENST00000423503,MDFIC
ENST00000457268,TFEC
ENST000002654402,TFEC
ENST000003202391,TFEC
ENST00000393485,TFEC
ENST00000484212,TFEC
ENST00000358204,TES
ENST00000393481,TES
ENST00000222693,CAV2
ENST00000343213,CAV2
ENST00000393480,CAV2
ENST00000614113,CAV1
ENST00000393470,CAV1
ENST00000341049,CAV1
ENST00000405348,CAV1
ENST00000393468,CAV1
ENST00000393467,CAV1
ENST000003184931,MET
ENST00000397752,MET
ENST00000436117,MET
ENST00000361183,CAPZA2
ENST00000639546,CAPZA2
ENST00000490693,CAPZA2
ENST00000628758,CAPZA2
ENST00000393446,ST7
ENST00000265437,ST7
ENST00000393451,ST7
ENST00000393449,ST7
ENST00000323984,ST7
ENST00000422922,ST7
ENST00000432298,ST7
ENST00000393443,ST7
ENST00000465133,ST7
ENST00000393444,ST7
ENST00000393447,ST7
ENST00000421345,CTB-114A6.2
ENST00000265441,WNT2
ENST00000649406,CFTR
ENST00000648260,CFTR
ENST000000030841,CFTR
ENST00000649781,CFTR
ENST00000284629,ASZ1
ENST00000160373,CTTNBP2
ENST00000424702,LSM8
ENST00000422760,LSM8
ENST00000249299,LSM8
ENST00000477532,ANKRD7
ENST00000265224,ANKRD7
ENST00000417525,ANKRD7
ENST00000331113,KCND2
ENST00000222747,TSPAN12
ENST00000415871,TSPAN12
ENST00000339121,ING3
ENST000003158700,ING3
ENST00000445699,ING3
ENST00000431467,ING3
ENST00000340646,CPED1
ENST000003103960,CPED1
ENST00000450913,CPED1
ENST00000423795,CPED1
ENST00000361301,WNT16
ENST00000222462,WNT16
ENST00000359943,FAM3C
ENST00000651065,PTPRZ1
ENST00000650826,PTPRZ1
ENST00000650728,PTPRZ1
ENST00000393386,PTPRZ1
ENST00000651842,PTPRZ1
ENST00000650681,PTPRZ1
ENST00000651863,PTPRZ1
ENST00000652298,PTPRZ1
ENST00000449182,PTPRZ1
ENST00000651320,PTPRZ1
ENST00000417368,AASS
ENST00000679511,AASS
ENST00000681213,AASS
ENST00000679419,AASS
ENST00000393376,AASS
ENST00000473553,AASS
ENST00000442488,FEZF1
ENST00000427185,FEZF1
ENST00000449022,CADPS2
ENST000003130701,CADPS2
ENST000003340101,CADPS2
ENST00000615869,CADPS2
ENST00000412584,CADPS2
ENST00000340112,RNF133
ENST00000434824,RNF148
ENST00000447240,RNF148
ENST00000249284,TAS2R16
ENST00000194130,SLC13A1
ENST00000539873,SLC13A1
ENST000003246981,IQUB
ENST00000466202,IQUB
ENST00000471770,NDUFA5
ENST00000355749,NDUFA5
ENST00000676730,NDUFA5
ENST00000677251,NDUFA5
ENST00000679163,NDUFA5
ENST00000676614,NDUFA5
ENST00000678090,NDUFA5
ENST00000677264,NDUFA5
ENST00000677391,NDUFA5
ENST00000676516,NDUFA5
ENST00000611607,NDUFA5
ENST00000618945,NDUFA5
ENST00000378795,NDUFA5
ENST00000470123,NDUFA5
ENST00000451558,ASB15
ENST00000451215,ASB15
ENST00000434204,ASB15
ENST00000540573,ASB15
ENST00000275699,ASB15
ENST00000458573,LMOD2
ENST00000456238,LMOD2
ENST00000223023,WASL
ENST00000223026,HYAL4
ENST00000476325,HYAL4
ENST00000682466,SPAM1
ENST00000460182,SPAM1
ENST00000340011,SPAM1
ENST00000439500,SPAM1
ENST000002230281,SPAM1
ENST00000402183,SPAM1
ENST00000455783,TMEM229A
ENST00000473520,SSU72P8
ENST00000303921,GPR37
ENST00000357628,POT1
ENST00000393329,POT1
ENST00000653241,POT1
ENST00000664366,POT1
ENST00000655761,POT1
ENST00000668382,POT1
ENST00000654766,POT1
ENST00000339582,GRM8
ENST00000358373,GRM8
ENST00000444921,GRM8
ENST00000393313,ZNF800
ENST00000265827,ZNF800
ENST00000393312,ZNF800
ENST00000619291,ZNF800
ENST00000321407,GCC1
ENST000000002330,ARF5
ENST00000265825,FSCN3
ENST00000341640,PAX4
ENST00000639438,PAX4
ENST00000378740,PAX4
ENST00000338516,PAX4
ENST00000611453,PAX4
ENST00000354725,SND1
ENST00000249363,LRRC4
ENST00000308868,LEP
ENST00000223073,RBM28
ENST00000415472,RBM28
ENST00000489835,PRRT4
ENST00000446477,PRRT4
ENST00000535159,PRRT4
ENST00000419067,IMPDH1
ENST000003387911,IMPDH1
ENST00000496200,IMPDH1
ENST00000354269,IMPDH1
ENST00000626419,IMPDH1
ENST000003481270,IMPDH1
ENST00000470772,IMPDH1
ENST00000480861,IMPDH1
ENST00000435296,HILPDA
ENST00000257696,HILPDA
ENST000002624323,METTL2B
ENST00000480046,METTL2B
ENST00000684498,FAM71F2
ENST00000641605,FAM71F2
ENST00000682356,FAM71F2
ENST00000477515,FAM71F2
ENST00000485070,FAM71F1
ENST00000621392,FAM71F1
ENST00000315184,FAM71F1
ENST00000535011,CALU
ENST00000542996,CALU
ENST00000249364,CALU
ENST00000449187,CALU
ENST00000479257,CALU
ENST00000249389,OPN1SW
ENST00000378685,CCDC136
ENST00000464832,CCDC136
ENST00000297788,CCDC136
ENST00000487361,CCDC136
ENST000003258883,FLNC
ENST00000346177,FLNC
ENST00000610776,KCP
ENST00000613019,KCP
ENST00000620378,KCP
ENST00000249289,ATP6V1F
ENST00000492758,ATP6V1F
ENST00000609480,ATP6V1FNB
ENST00000489702,IRF5
ENST000003572340,IRF5
ENST00000613821,IRF5
ENST00000477535,IRF5
ENST00000402030,IRF5
ENST00000249375,IRF5
ENST00000473745,IRF5
ENST00000619830,IRF5
ENST00000627585,TNPO3
ENST000002653880,TNPO3
ENST00000482320,TNPO3
ENST00000471234,TNPO3
ENST00000471166,TNPO3
ENST00000467614,RP11-286H14.4
ENST00000486685,TSPAN33
ENST00000249373,SMO
ENST00000325006,AHCYL2
ENST00000446544,AHCYL2
ENST00000474594,AHCYL2
ENST00000490911,AHCYL2
ENST00000249344,STRIP2
ENST00000435494,STRIP2
ENST00000462322,SMKR1
ENST00000393232,NRF1
ENST00000223190,NRF1
ENST00000311967,NRF1
ENST00000393230,NRF1
ENST00000353868,NRF1
ENST00000355621,UBE2H
ENST00000649897,UBE2H
ENST00000473814,UBE2H
ENST00000311873,ZC3HC1
ENST00000358303,ZC3HC1
ENST00000360708,ZC3HC1
ENST00000481503,ZC3HC1
ENST000003354200,KLHDC10
ENST00000397622,TMEM209
ENST00000462753,TMEM209
ENST00000473456,TMEM209
ENST00000648806,SSMEM1
ENST00000297819,SSMEM1
ENST00000222481,CPA2
ENST00000445470,CPA4
ENST000002224820,CPA4
ENST00000493259,CPA4
ENST00000461828,CPA5
ENST00000474905,CPA5
ENST00000466363,CPA5
ENST00000485477,CPA5
ENST00000431780,CPA5
ENST00000393213,CPA5
ENST00000011292,CPA1
ENST00000484324,CPA1
ENST000002232080,CEP41
ENST00000675649,CEP41
ENST00000541543,CEP41
ENST00000675596,CEP41
ENST00000676312,CEP41
ENST00000675168,CEP41
ENST00000674539,CEP41
ENST00000676243,CEP41
ENST00000480206,CEP41
ENST00000675962,CEP41
ENST00000675803,CEP41
ENST000003439690,CEP41
ENST00000675935,CEP41
ENST00000675563,CEP41
ENST00000675138,CEP41
ENST00000489512,CEP41
ENST00000334451,CEP41
ENST00000469826,CEP41
ENST00000341441,MEST
ENST00000416162,MEST
ENST00000427521,MEST
ENST00000378576,MEST
ENST00000393187,MEST
ENST000002232150,MEST
ENST00000437945,MEST
ENST00000462132,MEST
ENST00000425248,COPG2
ENST00000330992,COPG2
ENST00000356588,TSGA13
ENST00000456951,TSGA13
ENST00000583337,KLF14
ENST00000421797,MKLN1
ENST00000429546,MKLN1
ENST000003526891,MKLN1
ENST00000378555,PODXL
ENST00000322985,PODXL
ENST00000321063,PLXNA4
ENST00000359827,PLXNA4
ENST00000423507,PLXNA4
ENST00000378539,PLXNA4
ENST000002625700,CHCHD3
ENST00000448878,CHCHD3
ENST00000393161,EXOC4
ENST00000253861,EXOC4
ENST00000645682,LRGUK
ENST00000285928,LRGUK
ENST00000378509,SLC35B4
ENST00000470969,SLC35B4
ENST00000285930,AKR1B1
ENST00000359579,AKR1B10
ENST00000457545,AKR1B15
ENST00000423958,AKR1B15
ENST00000652743,AKR1B15
ENST00000418040,BPGM
ENST00000393132,BPGM
ENST00000344924,BPGM
ENST00000417172,CALD1
ENST00000422748,CALD1
ENST00000361675,CALD1
ENST00000361901,CALD1
ENST00000393118,CALD1
ENST00000424922,CALD1
ENST00000495522,CALD1
ENST00000436302,AGBL3
ENST00000435976,AGBL3
ENST00000620897,CYREN
ENST00000617987,CYREN
ENST00000424142,CYREN
ENST00000393114,CYREN
ENST00000430372,CYREN
ENST00000483029,CYREN
ENST00000275767,TMEM140
ENST00000423565,WDR91
ENST00000354475,WDR91
ENST00000682802,WDR91
ENST00000683848,WDR91
ENST00000275764,STRA8
ENST00000667288,STRA8
ENST00000662584,STRA8
ENST00000451834,CNOT4
ENST00000541284,CNOT4
ENST00000423368,CNOT4
ENST00000361528,CNOT4
ENST00000414802,CNOT4
ENST00000428680,CNOT4
ENST00000315544,CNOT4
ENST000002859681,NUP205
ENST00000507606,STMP1
ENST00000682651,SLC13A4
ENST00000354042,SLC13A4
ENST00000338588,FAM180A
ENST00000415751,FAM180A
ENST00000393085,MTPN
ENST00000435723,MTPN
ENST00000680005,CHRM2
ENST00000445907,CHRM2
ENST00000320658,CHRM2
ENST00000453373,CHRM2
ENST00000401861,CHRM2
ENST00000348225,PTN
ENST00000393083,PTN
ENST00000453654,DGKI
ENST00000614521,DGKI
ENST00000288490,DGKI
ENST00000424189,DGKI
ENST00000446122,DGKI
ENST000003303871,CREB3L2
ENST00000616381,CREB3L2
ENST00000620715,CREB3L2
ENST00000456390,CREB3L2
ENST00000452463,CREB3L2
ENST00000458726,CREB3L2
ENST00000432161,AKR1D1
ENST00000242375,AKR1D1
ENST00000411726,AKR1D1
ENST00000343526,TRIM24
ENST00000415680,TRIM24
ENST00000288513,SVOPL
ENST00000419765,SVOPL
ENST00000421622,SVOPL
ENST00000674285,SVOPL
ENST00000436657,SVOPL
ENST00000310018,ATP6V0A4
ENST00000393054,ATP6V0A4
ENST00000645515,ATP6V0A4
ENST00000644341,ATP6V0A4
ENST00000478480,ATP6V0A4
ENST00000353492,ATP6V0A4
ENST00000397602,TMEM213
ENST00000442682,TMEM213
ENST00000458494,TMEM213
ENST00000413208,TMEM213
ENST00000440172,KIAA1549
ENST00000422774,KIAA1549
ENST00000275766,ZC3HAV1L
ENST000002423510,ZC3HAV1
ENST00000464606,ZC3HAV1
ENST00000680309,ZC3HAV1
ENST00000471652,ZC3HAV1
ENST00000430935,TTC26
ENST00000495038,TTC26
ENST00000474035,TTC26
ENST00000478836,TTC26
ENST00000464848,TTC26
ENST00000343187,TTC26
ENST00000473989,UBN2
ENST00000297534,FMC1
ENST00000541170,LUC7L2
ENST00000619796,LUC7L2
ENST00000354926,LUC7L2
ENST00000263545,LUC7L2
ENST00000541515,FMC1-LUC7L2
ENST00000340940,KLRG2
ENST00000393039,KLRG2
ENST00000422142,CLEC2L
ENST00000406875,HIPK2
ENST00000428878,HIPK2
ENST00000342645,HIPK2
ENST00000425687,TBXAS1
ENST00000650822,TBXAS1
ENST00000416849,TBXAS1
ENST000003364250,TBXAS1
ENST00000652056,TBXAS1
ENST00000455353,TBXAS1
ENST00000458722,TBXAS1
ENST00000448866,TBXAS1
ENST00000411653,TBXAS1
ENST00000263549,PARP12
ENST00000397560,KDM7A
ENST00000340308,SLC37A3
ENST00000447932,SLC37A3
ENST000003262324,SLC37A3
ENST00000537763,RAB19
ENST00000356407,RAB19
ENST00000255977,MKRN1
ENST00000474576,MKRN1
ENST00000480552,MKRN1
ENST00000443720,MKRN1
ENST000002758840,DENND2A
ENST00000496613,DENND2A
ENST00000537639,DENND2A
ENST00000492720,DENND2A
ENST00000072869,ADCK2
ENST00000476491,ADCK2
ENST00000482954,NDUFB2
ENST00000476279,NDUFB2
ENST00000461457,NDUFB2
ENST00000465506,NDUFB2
ENST00000247866,NDUFB2
ENST00000460088,NDUFB2
ENST00000472695,NDUFB2
ENST00000476470,NDUFB2
ENST00000471136,NDUFB2
ENST00000475276,NDUFB2
ENST00000496384,BRAF
ENST00000644969,BRAF
ENST00000646891,BRAF
ENST000002886021,BRAF
ENST00000469930,BRAF
ENST000003247870,MRPS33
ENST00000393008,MRPS33
ENST00000496958,MRPS33
ENST00000469351,MRPS33
ENST00000467334,MRPS33
ENST00000565468,TMEM178B
ENST00000610315,TMEM178B
ENST00000629555,AGK
ENST00000473247,AGK
ENST00000649286,AGK
ENST00000649914,AGK
ENST00000648395,AGK
ENST00000648068,AGK
ENST00000650547,AGK
ENST00000650006,AGK
ENST00000492693,AGK
ENST00000536163,DENND11
ENST00000482493,DENND11
ENST00000397541,WEE2
ENST00000612337,SSBP1
ENST00000498107,SSBP1
ENST000002653041,SSBP1
ENST00000465582,SSBP1
ENST00000484178,SSBP1
ENST00000481508,SSBP1
ENST00000247879,TAS2R3
ENST00000247881,TAS2R4
ENST00000247883,TAS2R5
ENST00000350549,PRSS37
ENST00000438520,PRSS37
ENST00000549489,MGAM
ENST00000620571,MGAM
ENST00000475668,MGAM
ENST00000641559,OR9A4
ENST00000548136,OR9A4
ENST00000546910,CLEC5A
ENST00000551012,CLEC5A
ENST00000439991,CLEC5A
ENST00000438351,CLEC5A
ENST00000547270,TAS2R38
ENST00000550469,MGAM2
ENST00000477922,MGAM2
ENST00000547058,PRSS58
ENST00000552471,PRSS58
ENST00000604952,MTRNR2L6
ENST00000486171,PRSS1
ENST00000619214,PRSS1
ENST000003117372,PRSS1
ENST00000632998,PRSS2
ENST00000632805,PRSS2
ENST00000633969,PRSS2
ENST00000539842,PRSS2
ENST00000619012,EPHB6
ENST00000652003,EPHB6
ENST00000411471,EPHB6
ENST00000422643,EPHB6
ENST00000359396,TRPV6
ENST00000265310,TRPV5
ENST00000442623,TRPV5
ENST00000409607,LLCFC1
ENST00000355265,KEL
ENST00000350513,OR9A2
ENST00000418316,OR6V1
ENST00000291009,PIP
ENST00000446620,TAS2R39
ENST00000408947,TAS2R40
ENST00000409500,GSTK1
ENST00000443571,GSTK1
ENST000003584060,GSTK1
ENST00000479303,GSTK1
ENST00000409102,TMEM139
ENST00000409244,TMEM139
ENST00000409541,TMEM139
ENST00000410004,TMEM139
ENST00000359333,TMEM139
ENST00000619992,CASP2
ENST000003104470,CASP2
ENST00000392925,CASP2
ENST00000343257,CLCN1
ENST00000443739,FAM131B
ENST00000409578,FAM131B
ENST00000409346,FAM131B
ENST00000409408,FAM131B
ENST00000409222,FAM131B
ENST000003227640,ZYX
ENST00000392910,ZYX
ENST00000275815,EPHA1
ENST00000332690,TAS2R60
ENST00000408916,TAS2R41
ENST00000420911,CTAGE15
ENST00000444908,TCAF2
ENST00000684770,TCAF2
ENST00000357344,TCAF2
ENST00000643242,TCAF2
ENST00000441159,TCAF2
ENST00000411935,TCAF2
ENST00000425618,TCAF2
ENST00000518791,TCAF2
ENST00000636941,TCAF2C
ENST00000470691,CTAGE6
ENST00000479870,TCAF1
ENST00000355951,TCAF1
ENST00000408955,OR2F2
ENST00000641412,OR2F1
ENST00000624504,OR2F1
ENST00000641698,OR6B1
ENST00000408922,OR6B1
ENST00000641693,OR2A5
ENST00000641663,OR2A25
ENST00000641441,OR2A25
ENST00000408898,OR2A25
ENST00000641592,OR2A12
ENST00000408949,OR2A12
ENST00000408979,OR2A2
ENST00000641068,OR2A14
ENST00000408899,OR2A14
ENST00000486333,CTAGE4
ENST00000378115,ARHGEF35
ENST00000641810,OR2A42
ENST00000641841,OR2A7
ENST00000493325,OR2A7
ENST00000487179,CTAGE8
ENST00000641044,OR2A1
ENST000000562170,ARHGEF5
ENST00000471847,ARHGEF5
ENST00000645489,NOBOX
ENST00000467773,NOBOX
ENST00000483238,NOBOX
ENST00000360057,TPK1
ENST00000538212,TPK1
ENST00000378099,TPK1
ENST00000639328,TPK1
ENST00000361727,CNTNAP2
ENST00000628930,CNTNAP2
ENST00000463592,CNTNAP2
ENST00000307003,C7orf33
ENST00000409469,CUL1
ENST00000662716,CUL1
ENST00000665936,CUL1
ENST00000663044,CUL1
ENST00000602748,CUL1
ENST00000663835,CUL1
ENST00000655324,CUL1
ENST00000662132,CUL1
ENST00000666124,CUL1
ENST00000325222,CUL1
ENST00000660240,CUL1
ENST00000617797,CUL1
ENST00000320356,EZH2
ENST00000478654,EZH2
ENST00000460911,EZH2
ENST00000350995,EZH2
ENST00000476773,EZH2
ENST00000483967,EZH2
ENST00000652332,PDIA4
ENST00000286091,PDIA4
ENST00000491431,ZNF786
ENST000003162863,ZNF786
ENST00000378061,ZNF425
ENST00000426851,ZNF398
ENST00000475153,ZNF398
ENST00000483892,ZNF398
ENST00000491174,ZNF398
ENST00000610704,ZNF282
ENST00000479907,ZNF282
ENST00000335870,ZNF212
ENST00000434415,ZNF783
ENST00000247930,ZNF777
ENST00000644635,ZNF746
ENST00000340622,ZNF746
ENST00000458143,ZNF746
ENST00000461958,ZNF746
ENST00000496259,KRBA1
ENST000003195512,KRBA1
ENST00000485033,KRBA1
ENST00000484747,ZNF467
ENST00000302017,ZNF467
ENST00000223210,ZNF862
ENST00000421974,ATP6V0E2
ENST00000456496,ATP6V0E2
ENST00000425642,ATP6V0E2
ENST00000479613,ATP6V0E2
ENST00000606024,ATP6V0E2
ENST00000464662,ATP6V0E2
ENST00000613959,ACTR3C
ENST00000683684,ACTR3C
ENST00000252071,ACTR3C
ENST00000539352,ACTR3C
ENST00000343855,ZBED6CL
ENST00000323078,LRRC61
ENST00000493307,LRRC61
ENST00000359623,LRRC61
ENST00000223271,RARRES2
ENST00000466675,RARRES2
ENST00000482669,RARRES2
ENST00000479668,REPIN1
ENST00000397281,REPIN1
ENST00000444957,REPIN1
ENST00000466559,REPIN1
ENST00000482680,REPIN1
ENST00000489432,REPIN1
ENST00000518514,REPIN1
ENST00000425389,REPIN1
ENST000003296300,ZNF775
ENST00000498682,RP11-511P7.5
ENST00000641717,RP11-511P7.5
ENST00000642087,RP11-511P7.5
ENST00000307271,GIMAP8
ENST00000313543,GIMAP7
ENST00000461940,GIMAP4
ENST00000255945,GIMAP4
ENST00000328902,GIMAP6
ENST00000618759,GIMAP6
ENST00000493969,GIMAP6
ENST000002232930,GIMAP2
ENST00000474605,GIMAP2
ENST00000307194,GIMAP1
ENST00000611999,GIMAP1-GIMAP5
ENST00000498181,GIMAP5
ENST00000358647,GIMAP5
ENST00000492607,TMEM176B
ENST00000447204,TMEM176B
ENST00000434545,TMEM176B
ENST00000429904,TMEM176B
ENST000003264420,TMEM176B
ENST00000450753,TMEM176B
ENST00000484928,TMEM176A
ENST00000004103,TMEM176A
ENST00000461345,TMEM176A
ENST00000493429,AOC1
ENST00000467291,AOC1
ENST00000416793,AOC1
ENST00000360937,AOC1
ENST00000330883,KCNH2
ENST000002621860,KCNH2
ENST00000297494,NOS3
ENST00000461406,NOS3
ENST00000467517,NOS3
ENST00000484524,NOS3
ENST00000639579,ATG9B
ENST00000469530,ATG9B
ENST00000542328,ABCB8
ENST000002975040,ABCB8
ENST00000358849,ABCB8
ENST00000498578,ABCB8
ENST00000477719,ABCB8
ENST00000477092,ABCB8
ENST00000357922,ASIC3
ENST000003490640,ASIC3
ENST000002975122,ASIC3
ENST00000485972,CDK5
ENST00000297518,CDK5
ENST00000485713,SLC4A2
ENST00000413384,SLC4A2
ENST00000392826,SLC4A2
ENST00000461735,SLC4A2
ENST00000674552,RP11-148K1.15
ENST00000540185,FASTK
ENST000002975321,FASTK
ENST00000353841,FASTK
ENST00000482571,FASTK
ENST00000392818,TMUB1
ENST00000297533,TMUB1
ENST00000462940,TMUB1
ENST00000653405,TMUB1
ENST00000482202,TMUB1
ENST00000476627,TMUB1
ENST00000463381,AGAP3
ENST00000397238,AGAP3
ENST00000473312,AGAP3
ENST00000479901,AGAP3
ENST00000622464,AGAP3
ENST00000335367,AGAP3
ENST00000297537,GBX1
ENST00000420175,ASB10
ENST00000275838,ASB10
ENST00000377867,ASB10
ENST00000615129,IQCA1L
ENST00000644661,H2BE1
ENST00000222388,ABCF2-H2BE1
ENST00000287844,ABCF2
ENST00000495645,CHPF2
ENST00000035307,CHPF2
ENST000002621883,SMARCD3
ENST00000392811,SMARCD3
ENST00000356800,SMARCD3
ENST00000413040,NUB1
ENST00000470229,NUB1
ENST00000568733,NUB1
ENST00000628331,WDR86
ENST00000621812,WDR86
ENST00000477459,WDR86
ENST000003344931,WDR86
ENST00000469830,WDR86
ENST00000337323,CRYGN
ENST00000644350,CRYGN
ENST00000491928,CRYGN
ENST000002621870,RHEB
ENST00000472642,RHEB
ENST00000496004,RHEB
ENST00000418337,PRKAG2
ENST00000287878,PRKAG2
ENST00000492843,PRKAG2
ENST00000652159,PRKAG2
ENST00000651764,PRKAG2
ENST00000651378,PRKAG2
ENST00000650858,PRKAG2
ENST00000392801,PRKAG2
ENST00000652047,PRKAG2
ENST00000652707,PRKAG2
ENST00000431418,GALNTL5
ENST00000392800,GALNTL5
ENST00000616416,GALNTL5
ENST00000430044,GALNT11
ENST00000434507,GALNT11
ENST00000415421,GALNT11
ENST00000422997,GALNT11
ENST000002621891,KMT2C
ENST00000682283,KMT2C
ENST00000679882,KMT2C
ENST00000684550,KMT2C
ENST00000683490,KMT2C
ENST00000683616,KMT2C
ENST00000681082,KMT2C
ENST00000682301,KMT2C
ENST00000359321,XRCC2
ENST00000377776,ACTR3B
ENST000002560013,ACTR3B
ENST00000397282,ACTR3B
ENST00000404039,DPP6
ENST00000377770,DPP6
ENST00000406326,DPP6
ENST00000332007,DPP6
ENST00000619756,DPP6
ENST00000427557,DPP6
ENST00000404141,PAXIP1
ENST00000397192,PAXIP1
ENST00000287907,HTR5A
ENST00000344756,INSIG1
ENST00000340368,INSIG1
ENST00000342407,INSIG1
ENST00000297375,EN2
ENST00000406197,CNPY1
ENST00000682997,CNPY1
ENST00000321736,CNPY1
ENST00000636446,CNPY1
ENST00000636372,CNPY1
ENST00000287912,RBM33
ENST00000401878,RBM33
ENST00000392759,RBM33
ENST00000341148,RBM33
ENST00000297261,SHH
ENST00000432459,RNF32
ENST000003179550,RNF32
ENST00000405335,RNF32
ENST000003118222,RNF32
ENST00000392743,RNF32
ENST00000392741,RNF32
ENST000003534420,LMBR1
ENST00000275820,NOM1
ENST00000469500,MNX1
ENST00000543409,MNX1
ENST000002529711,MNX1
ENST00000611269,UBE3C
ENST000003481650,UBE3C
ENST00000389103,UBE3C
ENST00000429029,DNAJB6
ENST00000262177,DNAJB6
ENST00000443280,DNAJB6
ENST00000634080,DNAJB6
ENST00000389413,PTPRN2
ENST00000409483,PTPRN2
ENST00000389418,PTPRN2
ENST00000389416,PTPRN2
ENST00000404321,PTPRN2
ENST00000356309,NCAPG2
ENST00000409423,NCAPG2
ENST00000409339,NCAPG2
ENST000002515270,ESYT2
ENST000002754183,ESYT2
ENST00000652148,ESYT2
ENST00000613624,ESYT2
ENST00000407559,DYNC2I1
ENST00000262178,VIPR2
