ensembl_transcript_id_version,ensembl_gene_id_version
ENST00000602960,ENSG000002044780
ENST00000376085,ENSG00000162494
ENST000002944890,ENSG000001624937
ENST00000376057,ENSG000001624937
ENST00000621990,ENSG000001624937
ENST00000510906,ENSG000001624937
ENST00000509009,ENSG000001624937
ENST00000376061,ENSG000001624937
ENST00000513143,ENSG000001624937
ENST00000487038,ENSG000001624937
ENST00000475043,ENSG000001624937
ENST00000376048,ENSG000001167312
ENST00000311066,ENSG000001167312
ENST000002353721,ENSG000001167312
ENST00000413440,ENSG000001167312
ENST00000343137,ENSG000001167312
ENST00000503842,ENSG000001167312
ENST00000505823,ENSG000001167312
ENST00000636564,ENSG000001893377
ENST00000636203,ENSG000001893377
ENST00000376030,ENSG000001893377
ENST00000503743,ENSG000001893377
ENST00000361144,ENSG000001893377
ENST00000400798,ENSG000001893377
ENST00000400797,ENSG000001893377
ENST00000428417,ENSG000001717294
ENST00000376014,ENSG000001717294
ENST00000400796,ENSG000001717294
ENST00000376008,ENSG000001717294
ENST00000434578,ENSG000001717294
ENST00000683790,ENSG000001426210
ENST00000358897,ENSG000001426210
ENST00000375998,ENSG000001426210
ENST00000375997,ENSG000001426210
ENST00000375995,ENSG000001426210
ENST00000375980,ENSG000001426343
ENST00000375943,ENSG000001624382
ENST00000375949,ENSG000001624382
ENST00000359621,ENSG00000142615
ENST00000375910,ENSG000002157040
ENST00000546424,ENSG000001329068
ENST000003338680,ENSG000001329068
ENST00000348549,ENSG000001329068
ENST00000375890,ENSG000001329068
ENST00000375838,ENSG000001161383
ENST00000616884,ENSG000001161383
ENST00000375849,ENSG000001161383
ENST00000375847,ENSG000001161383
ENST00000375826,ENSG00000116771
ENST00000480945,ENSG000001973122
ENST00000345034,ENSG00000215695
ENST00000375799,ENSG000001167863
ENST00000375793,ENSG000001167863
ENST00000642363,ENSG000001167863
ENST00000294454,ENSG00000162461
ENST00000375782,ENSG00000162460
ENST00000375771,ENSG000001624583
ENST00000375766,ENSG000001624583
ENST00000441801,ENSG000001624583
ENST00000332305,ENSG000001624583
ENST00000483273,ENSG00000233954
ENST00000375759,ENSG000000655262
ENST00000375743,ENSG000001168092
ENST00000537142,ENSG000001168092
ENST00000375733,ENSG000001168092
ENST00000329454,ENSG00000183888
ENST00000411503,ENSG000001736418
ENST00000375718,ENSG000001736418
ENST000003118904,ENSG000001736418
ENST00000487046,ENSG000001736418
ENST00000406363,ENSG000001736418
ENST00000375692,ENSG000001865102
ENST00000439316,ENSG000001865102
ENST00000331433,ENSG000001865102
ENST00000684324,ENSG000001849089
ENST00000684545,ENSG000001849089
ENST00000683578,ENSG000001849089
ENST00000682338,ENSG000001849089
ENST00000682793,ENSG000001849089
ENST00000619181,ENSG000001849089
ENST00000375679,ENSG000001849089
ENST00000375667,ENSG000001849089
ENST00000375662,ENSG00000185519
ENST00000358432,ENSG000001426273
ENST00000270747,ENSG000001426327
ENST00000375599,ENSG000001328812
ENST00000375592,ENSG000000376371
ENST00000471507,ENSG000000550707
ENST00000401089,ENSG000000550707
ENST00000401088,ENSG000000550707
ENST00000492354,ENSG000000550707
ENST00000335496,ENSG000001871441
ENST00000540400,ENSG000001871441
ENST00000375577,ENSG000001871441
ENST00000612240,ENSG000001871441
ENST00000504551,ENSG000001571910
ENST00000457722,ENSG000001571910
ENST000003371320,ENSG000001571910
ENST00000443980,ENSG000001571910
ENST00000430580,ENSG000002194810
ENST00000432949,ENSG000002194810
ENST000003755410,ENSG000000584537
ENST00000375534,ENSG000001171224
ENST00000375535,ENSG000001171224
ENST00000341676,ENSG000001593639
ENST000003267353,ENSG000001593639
ENST00000452699,ENSG000001593639
ENST00000617114,ENSG00000288636
ENST00000375499,ENSG000001171180
ENST00000375486,ENSG000001171153
ENST00000375481,ENSG000001171153
ENST00000375471,ENSG000001426231
ENST00000375460,ENSG00000142619
ENST00000375453,ENSG000001593393
ENST00000375448,ENSG000001593393
ENST00000619609,ENSG00000276747
ENST00000375436,ENSG000001790514
ENST00000375433,ENSG000001790514
ENST00000361221,ENSG000000749647
ENST00000375415,ENSG000000749647
ENST00000375408,ENSG000000749647
ENST00000375406,ENSG00000117148
ENST00000617065,ENSG00000117148
ENST00000251296,ENSG000001171542
ENST00000400664,ENSG00000179023
ENST00000420770,ENSG000000097092
ENST00000375375,ENSG000000097092
ENST00000400661,ENSG000000097092
ENST00000375371,ENSG00000179002
ENST00000290597,ENSG000001594237
ENST00000375341,ENSG000001594237
ENST00000538839,ENSG000001594237
ENST00000538309,ENSG000001594237
ENST00000455833,ENSG000001699911
ENST00000375225,ENSG000001274815
ENST00000375254,ENSG000001274815
ENST00000375224,ENSG000001274815
ENST00000375218,ENSG000001274815
ENST00000477853,ENSG000001274635
ENST00000375199,ENSG000001274635
ENST00000375208,ENSG000001274635
ENST00000330263,ENSG00000053372
ENST00000420396,ENSG000002114545
ENST00000361640,ENSG00000162482
ENST00000235835,ENSG000000533713
ENST00000375155,ENSG000000404873
ENST00000375153,ENSG000000404873
ENST00000400548,ENSG000000404873
ENST00000264202,ENSG000000775499
ENST00000264203,ENSG000000775499
ENST00000375142,ENSG000000775499
ENST00000375144,ENSG000000775499
ENST00000674432,ENSG000000775499
ENST00000433834,ENSG000000775499
ENST00000648702,ENSG000001734365
ENST00000617872,ENSG000001734365
ENST00000322753,ENSG000001734365
ENST00000602662,ENSG000001587475
ENST00000289749,ENSG000001587475
ENST00000622566,ENSG000001587475
ENST00000621723,ENSG000001587475
ENST00000375136,ENSG000001587475
ENST00000618761,ENSG000001587475
ENST00000615215,ENSG000001587475
ENST00000548815,ENSG000001587475
ENST00000602384,ENSG00000270136
ENST00000289753,ENSG00000158748
ENST00000375127,ENSG000001625424
ENST000002945431,ENSG000001625424
ENST00000375121,ENSG00000178828
ENST00000375120,ENSG00000169914
ENST00000375116,ENSG00000188784
ENST00000400520,ENSG000001882572
ENST00000649436,ENSG000001882572
ENST00000375111,ENSG000001882572
ENST00000482011,ENSG000001882572
ENST00000375108,ENSG000001274721
ENST00000375105,ENSG000001172155
ENST00000617227,ENSG000001172155
ENST00000375102,ENSG00000158786
ENST00000429261,ENSG00000187980
ENST00000679259,ENSG00000187980
ENST00000247992,ENSG00000187980
ENST00000375099,ENSG00000162543
ENST000002898153,ENSG000001588166
ENST00000375079,ENSG000001588166
ENST00000375078,ENSG00000162545
ENST00000264198,ENSG00000090432
ENST00000332947,ENSG00000183114
ENST00000375071,ENSG00000158825
ENST00000321556,ENSG00000158828
ENST00000415136,ENSG000002440381
ENST00000602624,ENSG000002440381
ENST00000375044,ENSG000001172453
ENST00000400463,ENSG000001172453
ENST00000247986,ENSG000001172453
ENST00000444387,ENSG000001894102
ENST00000375031,ENSG000001894102
ENST000003122390,ENSG000001274839
ENST00000375003,ENSG000001274839
ENST00000375000,ENSG000001274839
ENST00000374935,ENSG000000751513
ENST000002642112,ENSG000000751513
ENST00000602326,ENSG000000751513
ENST00000684485,ENSG000000751513
ENST00000400422,ENSG000000751513
ENST00000634879,ENSG000000751513
ENST00000356916,ENSG000000751513
ENST00000682284,ENSG000000751513
ENST00000415912,ENSG000001172986
ENST000003748931,ENSG000001172986
ENST00000649812,ENSG000001172986
ENST00000357071,ENSG000001172986
ENST00000436918,ENSG000001172986
ENST000002642050,ENSG000001172986
ENST00000454000,ENSG000001427949
ENST000003182490,ENSG000001427949
ENST00000342104,ENSG000001427949
ENST00000619554,ENSG000001427949
ENST00000374840,ENSG000001625514
ENST00000539907,ENSG000001625514
ENST00000540617,ENSG000001625514
ENST00000374832,ENSG000001625514
ENST00000290101,ENSG000000768640
ENST00000374763,ENSG000000768640
ENST00000374761,ENSG000000768640
ENST00000374765,ENSG000000768640
ENST00000542643,ENSG000000768640
ENST00000495204,ENSG000000768640
ENST000003082714,ENSG000000906866
ENST00000400301,ENSG000000906866
ENST00000374732,ENSG000000906866
ENST00000529637,ENSG000000906866
ENST00000421625,ENSG000000906866
ENST00000344642,ENSG000001879422
ENST00000543870,ENSG000001879422
ENST00000374695,ENSG000001427980
ENST000003371071,ENSG00000219073
ENST00000290122,ENSG000001427890
ENST00000648594,ENSG000000708317
ENST00000400259,ENSG000000708317
ENST00000344548,ENSG000000708317
ENST000003155543,ENSG000000708317
ENST00000656825,ENSG000000708317
ENST00000667384,ENSG000000708317
ENST00000662562,ENSG000000708317
ENST000002901671,ENSG000001625525
ENST00000375647,ENSG000001846778
ENST00000404138,ENSG000001846778
ENST00000374651,ENSG000001846778
ENST00000166244,ENSG000000708862
ENST00000374644,ENSG000000708862
ENST00000374642,ENSG000001733727
ENST00000402322,ENSG000001733727
ENST00000374640,ENSG000001591892
ENST00000374639,ENSG000001591892
ENST00000374637,ENSG000001591892
ENST00000509305,ENSG000001733697
ENST00000544305,ENSG000001332167
ENST00000374630,ENSG000001332167
ENST00000400191,ENSG000001332167
ENST00000374632,ENSG000001332167
ENST00000374627,ENSG000001332167
ENST00000426928,ENSG00000215906
ENST00000618559,ENSG00000215906
ENST00000566855,ENSG00000227868
ENST00000622840,ENSG00000227868
ENST00000465864,ENSG000000044877
ENST00000356634,ENSG000000044877
ENST00000400181,ENSG000000044877
ENST00000418342,ENSG000001696413
ENST00000302291,ENSG000001696413
ENST00000314174,ENSG000001696413
ENST00000374619,ENSG00000179546
ENST000003022711,ENSG000001259441
ENST00000478691,ENSG000001259441
ENST00000374616,ENSG000001259441
ENST00000374612,ENSG000001259441
ENST00000675048,ENSG000001259441
ENST00000606561,ENSG000001259441
ENST00000427764,ENSG000001259441
ENST00000314011,ENSG000001259455
ENST00000374608,ENSG000001259455
ENST00000450454,ENSG000002042191
ENST00000374601,ENSG000002042191
ENST00000461794,ENSG000002042191
ENST00000495646,ENSG000000882809
ENST00000336689,ENSG000000882809
ENST00000618240,ENSG000000882809
ENST00000437606,ENSG000000882809
ENST00000361729,ENSG00000007968
ENST00000374561,ENSG00000117318
ENST00000374550,ENSG000001426764
ENST00000643754,ENSG000001426764
ENST00000458455,ENSG000001426764
ENST00000418390,ENSG000000110072
ENST00000613537,ENSG000000110072
ENST00000609199,ENSG000000110072
ENST00000246151,ENSG000000577570
ENST00000374524,ENSG000000577570
ENST00000374514,ENSG000000110091
ENST00000374505,ENSG000000110091
ENST00000374503,ENSG000000110091
ENST00000374502,ENSG000000110091
ENST00000374501,ENSG000000110091
ENST00000617979,ENSG000001173085
ENST00000374497,ENSG000001173085
